,ISU_CD,ISU_SRT_CD,ISU_NM,ISU_ABBRV,ISU_ENG_NM,LIST_DD,ETF_OBJ_IDX_NM,IDX_CALC_INST_NM1,IDX_CALC_INST_NM2,ETF_REPLICA_METHD_TP_CD,IDX_MKT_CLSS_NM,IDX_ASST_CLSS_NM,LIST_SHRS,COM_ABBRV,CU_QTY,ETF_TOT_FEE,TAX_TP_CD
372,KR7462330002,462330,삼성 KODEX 2차전지산업레버리지증권상장지수투자신탁[주식-파생형],KODEX 2차전지산업레버리지,SAMSUNG KODEX Secondary Battery Industry Leverage ETF,2023/07/04,FnGuide 2차전지 산업 지수,FnGuide,2X 레버리지,실물(패시브),국내,주식,"18,300,000",삼성자산운용,"100,000",0.490000,배당소득세(보유기간과세)
373,KR7305720005,305720,삼성 KODEX 2차전지산업증권상장지수투자신탁[주식],KODEX 2차전지산업,Samsung KODEX Secondary Battery Industry ETF,2018/09/12,FnGuide 2차전지 산업 지수,FnGuide,일반,실물(패시브),국내,주식,"48,600,000",삼성자산운용,"100,000",0.450000,비과세
374,KR7461950008,461950,삼성 KODEX 2차전지핵심소재10 Fn증권상장지수투자신탁[주식],KODEX 2차전지핵심소재10 Fn,SAMSUNG KODEX Secondary Battery Core Materials 10 Fn ETF,2023/07/04,FnGuide 2차전지핵심소재10 지수,FnGuide,일반,실물(패시브),국내,주식,"15,850,000",삼성자산운용,"50,000",0.390000,비과세
375,KR7457690006,457690,삼성 KODEX 33-06 국고채액티브증권상장지수투자신탁[채권],KODEX 33-06 국고채액티브,SAMSUNG KODEX 33-06 Treasury Bond Active ETF,2023/05/31,KAP 33-06 국고채 총수익 지수,한국자산평가(KAP),일반,실물(액티브),국내,채권,"1,000,000",삼성자산운용,"10,000",0.150000,배당소득세(보유기간과세)
376,KR7271060006,271060,삼성 KODEX 3대농산물선물특별자산상장지수투자신탁[농산물-파생형](H),KODEX 3대농산물선물(H),Samsung KODEX Grains Futures ETF(H),2017/06/13,S&P GSCI Grains Select Index ER,S&P,일반,실물(패시브),해외,원자재,"1,530,000",삼성자산운용,"30,000",0.550000,배당소득세(보유기간과세)
377,KR7457700003,457700,삼성 KODEX 53-09 국고채액티브증권상장지수투자신탁[채권],KODEX 53-09 국고채액티브,SAMSUNG KODEX 53-09 Treasury Bond Active ETF,2023/05/31,KAP 53-09 국고채 총수익 지수,한국자산평가(KAP),일반,실물(액티브),국내,채권,"1,520,000",삼성자산운용,"10,000",0.150000,배당소득세(보유기간과세)
378,KR7471990002,471990,삼성 KODEX AI반도체핵심장비증권상장지수투자신탁[주식],KODEX AI반도체핵심장비,SAMSUNG KODEX AI Semiconductor Core Equipment ETF,2023/11/21,iSelect AI 반도체핵심장비 지수,NH투자증권,일반,실물(패시브),국내,주식,"7,150,000",삼성자산운용,"50,000",0.390000,비과세
379,KR7459580007,459580,삼성 KODEX CD금리액티브증권상장지수투자신탁[채권혼합-파생형](합성),KODEX CD금리액티브(합성),SAMSUNG KODEX CD Rate Active ETF(SYNTH),2023/06/08,KAP 양도성예금증서(CD)금리지수(총수익지수),한국자산평가(KAP),일반,합성(액티브),국내,기타,"6,028,200",삼성자산운용,100,0.020000,배당소득세(보유기간과세)
380,KR7439860008,439860,삼성 KODEX ESG종합채권(A-이상)액티브증권상장지수투자신탁[채권],KODEX ESG종합채권(A-이상)액티브,SAMSUNG KODEX ESG Korea Total Bond Market(A-) Active ETF,2022/08/23,"KAP ESG 종합채권지수(A- 이상, 총수익)",한국자산평가(KAP),일반,실물(액티브),국내,채권,"3,422,000",삼성자산운용,"1,000",0.070000,배당소득세(보유기간과세)
381,KR7368680005,368680,삼성 KODEX Fn K-뉴딜디지털플러스증권상장지수투자신탁[주식],KODEX Fn K-뉴딜디지털플러스,SAMSUNG KODEX Fn K-NewDeal Digital Plus ETF,2020/11/10,FnGuide K-뉴딜 디지털 플러스 지수,FnGuide,일반,실물(패시브),국내,주식,"1,200,000",삼성자산운용,"100,000",0.090000,비과세
382,KR7395170004,395170,삼성 KODEX Fn Top10동일가중증권상장지수투자신탁[주식],KODEX Fn Top10동일가중,SAMSUNG KODEX Fn Top10 Equal Weight ETF,2021/07/30,FnGuide TOP10 동일가중 지수,FnGuide,일반,실물(패시브),국내,주식,"58,400,000",삼성자산운용,"100,000",0.150000,비과세
383,KR7337120000,337120,삼성 KODEX Fn멀티팩터증권상장지수투자신탁[주식],KODEX Fn멀티팩터,SAMSUNG KODEX Fn Multi Factor ETF,2019/11/14,FnGuide 멀티팩터 지수,FnGuide,일반,실물(패시브),국내,주식,"600,000",삼성자산운용,"100,000",0.300000,비과세
384,KR7325010007,325010,삼성 KODEX Fn성장증권상장지수투자신탁[주식형],KODEX Fn성장,SAMSUNG KODEX Fn Growth ETF,2019/05/31,FnGuide 성장 지수(PR),FnGuide,일반,실물(패시브),국내,주식,"5,700,000",삼성자산운용,"100,000",0.300000,비과세
385,KR7395160005,395160,삼성 KODEX Fn시스템반도체증권상장지수투자신탁[주식],KODEX Fn시스템반도체,SAMSUNG KODEX Fn System Semiconductor ETF,2021/07/30,FnGuide 시스템반도체 지수,FnGuide,일반,실물(패시브),국내,주식,"5,100,000",삼성자산운용,"100,000",0.450000,비과세
386,KR7395150006,395150,삼성 KODEX Fn웹툰&드라마증권상장지수투자신탁[주식],KODEX Fn웹툰&드라마,SAMSUNG KODEX Fn Webtoon and Drama ETF,2021/07/30,FnGuide 웹툰&드라마 지수,FnGuide,일반,실물(패시브),국내,주식,"5,400,000",삼성자산운용,"100,000",0.450000,비과세
387,KR7266370006,266370,삼성 KODEX IT증권상장지수투자신탁(주식),KODEX IT,Samsung KODEX IT ETF,2017/03/28,KRX 정보기술,KRX,일반,실물(패시브),국내,주식,"1,900,000",삼성자산운용,"100,000",0.450000,비과세
388,KR7101280006,101280,삼성 KODEX Japan 증권상장지수투자신탁[주식],KODEX 일본TOPIX100,SAMSUNG KODEX Japan ETF,2008/02/20,TOPIX100,TSE(Tokyo Stock Exchange),일반,실물(패시브),해외,주식,"1,000,000",삼성자산운용,"20,000",0.370000,배당소득세(해외주식투자전용ETF)
389,KR7445290000,445290,삼성 KODEX K-로봇액티브증권상장지수투자신탁[주식],KODEX K-로봇액티브,SAMSUNG KODEX K-Robot Active ETF,2022/11/15,iSelect K-로봇테마 지수,NH투자증권,일반,실물(액티브),국내,주식,"6,900,000",삼성자산운용,"50,000",0.500000,배당소득세(보유기간과세)
390,KR7401470000,401470,삼성 KODEX K-메타버스액티브증권상장지수투자신탁[주식],KODEX K-메타버스액티브,SAMSUNG KODEX K-Metaverse Active ETF,2021/10/13,FnGuide K-메타버스 지수,FnGuide,일반,실물(액티브),국내,주식,"20,850,000",삼성자산운용,"50,000",0.500000,배당소득세(보유기간과세)
391,KR7385520002,385520,삼성 KODEX K-미래차액티브증권상장지수투자신탁[주식],KODEX K-미래차액티브,SAMSUNG KODEX K-Future Car Active ETF,2021/05/25,FnGuide K-미래차 지수,FnGuide,일반,실물(액티브),국내,주식,"2,900,000",삼성자산운용,"50,000",0.500000,배당소득세(보유기간과세)
392,KR7385510003,385510,삼성 KODEX K-신재생에너지액티브증권상장지수투자신탁[주식],KODEX K-신재생에너지액티브,SAMSUNG KODEX K-Renewable Energy Active ETF,2021/05/25,FnGuide K-신재생에너지 플러스 지수,FnGuide,일반,실물(액티브),국내,주식,"3,250,000",삼성자산운용,"50,000",0.500000,배당소득세(보유기간과세)
393,KR7373490002,373490,삼성 KODEX K-이노베이션액티브증권상장지수투자신탁[주식],KODEX K-이노베이션액티브,SAMSUNG KODEX K-Innovation Active ETF,2020/12/24,FnGuide K-이노베이션 지수,FnGuide,일반,실물(액티브),국내,주식,"550,000",삼성자산운용,"50,000",0.500000,배당소득세(보유기간과세)
394,KR7445150006,445150,삼성 KODEX K-친환경선박액티브증권상장지수투자신탁[주식],KODEX K-친환경선박액티브,SAMSUNG KODEX K-Eco Ship Active ETF,2022/11/15,FnGuide K-친환경 선박 지수,FnGuide,일반,실물(액티브),국내,주식,"3,200,000",삼성자산운용,"50,000",0.500000,배당소득세(보유기간과세)
395,KR7423160001,423160,삼성 KODEX KOFR금리액티브특별자산상장지수투자신탁[금리-파생형](합성),KODEX KOFR금리액티브(합성),SAMSUNG KODEX KOFR Active ETF(SYNTH),2022/04/26,KOFR 지수,한국예탁결제원,일반,합성(액티브),국내,기타,"44,775,000",삼성자산운용,"1,000",0.050000,배당소득세(보유기간과세)
396,KR7306950007,306950,삼성 KODEX KRX300레버리지증권상장지수투자신탁[주식-파생형],KODEX KRX300레버리지,Samsung KODEX KRX300 Leverage ETF,2018/10/16,KRX 300,KRX,2X 레버리지,실물(패시브),국내,주식,"1,000,000",삼성자산운용,"100,000",0.640000,배당소득세(보유기간과세)
397,KR7292190006,292190,삼성 KODEX KRX300증권상장지수투자신탁[주식형],KODEX KRX300,Samsung KODEX KRX300 ETF,2018/03/26,KRX 300,KRX,일반,실물(패시브),국내,주식,"1,400,000",삼성자산운용,"100,000",0.050000,비과세
398,KR7404260002,404260,삼성 KODEX KRX기후변화솔루션증권상장지수투자신탁[주식],KODEX KRX기후변화솔루션,SAMSUNG KODEX KRX Climate Change Solutions ETF,2021/10/29,KRX 기후변화 솔루션지수,KRX,일반,실물(패시브),국내,주식,"1,600,000",삼성자산운용,"100,000",0.090000,비과세
399,KR7229720008,229720,삼성 KODEX KTOP30 증권상장지수투자신탁[주식],KODEX KTOP30,SAMSUNG KODEX KTOP30 ETF,2015/10/14,KTOP 30,KRX,일반,실물(패시브),국내,주식,"600,000",삼성자산운용,"100,000",0.250000,비과세
400,KR7289040008,289040,삼성 KODEX MSCI ESG유니버설증권상장지수투자신탁[주식형],KODEX MSCI KOREA ESG유니버설,Samsung KODEX MSCI Korea ESG Universal ETF,2018/02/07,MSCI Korea ESG Universal Capped Index,MSCI,일반,실물(패시브),국내,주식,"1,100,000",삼성자산운용,"100,000",0.300000,비과세
401,KR7156080004,156080,삼성 KODEX MSCI KOREA 증권상장지수투자신탁[주식],KODEX MSCI Korea,SAMSUNG KODEX MSCI KOREA ETF[EQUITY],2012/04/30,MSCI Korea Index,MSCI,일반,실물(패시브),국내,주식,"500,000",삼성자산운용,"100,000",0.090000,비과세
402,KR7278540000,278540,삼성 KODEX MSCI Korea Total Return증권상장지수투자신탁[주식],KODEX MSCI Korea TR,Samsung KODEX MSCI Korea Total Return ETF,2017/11/09,MSCI Korea TR Index,MSCI,일반,실물(패시브),국내,주식,"40,200,000",삼성자산운용,"100,000",0.090000,배당소득세(보유기간과세)
403,KR7275280006,275280,삼성 KODEX MSCI모멘텀증권상장지수투자신탁[주식형],KODEX MSCI모멘텀,SAMSUNG KODEX MSCI Momentum ETF,2017/07/11,MSCI Korea IMI Momentum Capped,MSCI,일반,실물(패시브),국내,주식,"600,000",삼성자산운용,"100,000",0.300000,비과세
404,KR7275290005,275290,삼성 KODEX MSCI밸류증권상장지수투자신탁[주식형],KODEX MSCI밸류,SAMSUNG KODEX MSCI Enhanced Value ETF,2017/07/11,MSCI Korea IMI Enhanced Value Capped,MSCI,일반,실물(패시브),국내,주식,"600,000",삼성자산운용,"100,000",0.300000,비과세
405,KR7275300002,275300,삼성 KODEX MSCI퀄리티증권상장지수투자신탁[주식형],KODEX MSCI퀄리티,SAMSUNG KODEX MSCI Quality ETF,2017/07/11,MSCI Korea IMI Quality Capped,MSCI,일반,실물(패시브),국내,주식,"600,000",삼성자산운용,"100,000",0.300000,비과세
406,KR7269420006,269420,삼성 KODEX S&P글로벌인프라증권상장지수투자신탁[주식-파생형](합성),KODEX S&P글로벌인프라(합성),SAMSUNG KODEX S&P Global Infrastructure ETF-SYNTH,2017/05/16,S&P Global Infrastructure Index,S&P,일반,합성(패시브),해외,주식,"1,796,000",삼성자산운용,"1,000",0.260000,배당소득세(보유기간과세)
407,KR7291890002,291890,삼성 KODEX SGX MSCI EM 선물증권상장지수투자신탁[주식-파생형](H),KODEX MSCI EM선물(H),Samsung KODEX SGX MSCI EM Futures ETF(H),2018/03/23,iEdge Emerging Markets Futures Index(ER),SGX(Singapore Exchange),일반,실물(패시브),해외,주식,"650,000",삼성자산운용,"50,000",0.450000,배당소득세(보유기간과세)
408,KR7433970001,433970,삼성 KODEX TDF2030액티브증권상장지수투자신탁[혼합-재간접형],KODEX TDF2030액티브,SAMSUNG KODEX Target Date 2030 ACTIVE ETF,2022/06/30,Samsung Korea Target Date 2030 Index (Price Return),S&P,일반,실물(액티브),국내&해외,혼합자산,"900,000",삼성자산운용,"50,000",0.200000,배당소득세(보유기간과세)
409,KR7433980000,433980,삼성 KODEX TDF2040액티브증권상장지수투자신탁[혼합-재간접형],KODEX TDF2040액티브,SAMSUNG KODEX Target Date 2040 ACTIVE ETF,2022/06/30,Samsung Korea Target Date 2040 Index (Price Return),S&P,일반,실물(액티브),국내&해외,혼합자산,"500,000",삼성자산운용,"50,000",0.250000,배당소득세(보유기간과세)
410,KR7434060000,434060,삼성 KODEX TDF2050액티브증권상장지수투자신탁[혼합-재간접형],KODEX TDF2050액티브,SAMSUNG KODEX Target Date 2050 ACTIVE ETF,2022/06/30,Samsung Korea Target Date 2050 Index (Price Return),S&P,일반,실물(액티브),국내&해외,혼합자산,"2,050,000",삼성자산운용,"50,000",0.300000,배당소득세(보유기간과세)
411,KR7329650006,329650,삼성 KODEX TRF3070증권상장지수투자신탁[채권혼합],KODEX TRF3070,SAMSUNG KODEX TRF3070 ETF,2019/07/04,FnGuide TRF 3070 지수,FnGuide,일반,실물(패시브),국내&해외,혼합자산,"12,600,000",삼성자산운용,"100,000",0.240000,배당소득세(보유기간과세)
412,KR7329660005,329660,삼성 KODEX TRF5050증권상장지수투자신탁[주식혼합-재간접],KODEX TRF5050,SAMSUNG KODEX TRF5050 ETF,2019/07/04,FnGuide TRF 5050 지수,FnGuide,일반,실물(패시브),국내&해외,혼합자산,"1,800,000",삼성자산운용,"100,000",0.170000,배당소득세(보유기간과세)
413,KR7329670004,329670,삼성 KODEX TRF7030증권상장지수투자신탁[주식혼합-재간접],KODEX TRF7030,SAMSUNG KODEX TRF7030 ETF,2019/07/04,FnGuide TRF 7030 지수,FnGuide,일반,실물(패시브),국내&해외,혼합자산,"1,600,000",삼성자산운용,"100,000",0.100000,배당소득세(보유기간과세)
414,KR7352540009,352540,삼성 KODEX TSE일본리츠부동산상장지수투자신탁[REITs-파생재간접형](H),KODEX TSE일본리츠(H),SAMSUNG KODEX TSE Japan REITs ETF(H),2020/05/13,Tokyo Stock Exchange REIT Index,TSE(Tokyo Stock Exchange),일반,실물(패시브),해외,부동산,"1,300,000",삼성자산운용,"100,000",0.300000,배당소득세(분리과세부동산ETF)
415,KR7315930008,315930,삼성 KODEX Top5Plus Total Return증권상장지수투자신탁[주식형],KODEX Top5PlusTR,Samsung KODEX Top5Plus Total Return ETF,2019/01/22,FnGuide TOP 5 Plus Total Return 지수,FnGuide,일반,실물(패시브),국내,주식,"66,500,000",삼성자산운용,"100,000",0.150000,배당소득세(보유기간과세)
416,KR7271050007,271050,삼성 KODEX WTI원유선물인버스특별자산상장지수투자신탁(원유-파생형)(H),KODEX WTI원유선물인버스(H),Samsung KODEX WTI Crude Oil Futures Inverse ETF(H),2017/06/13,S&P GSCI Crude Oil Index ER,S&P,1X 인버스,실물(패시브),해외,원자재,"7,400,000",삼성자산운용,"25,000",0.350000,배당소득세(보유기간과세)
417,KR7261220008,261220,삼성 KODEX WTI원유선물특별자산상장지수투자신탁[원유-파생형](H),KODEX WTI원유선물(H),SAMSUNG KODEX WTI Oil Futures ETF(H),2016/12/27,S&P GSCI Crude Oil Index ER,S&P,일반,실물(패시브),해외,원자재,"5,950,000",삼성자산운용,"25,000",0.350000,배당소득세(보유기간과세)
418,KR7468380001,468380,삼성 KODEX iShares미국하이일드액티브증권상장지수투자신탁[채권-파생재간접형],KODEX iShares미국하이일드액티브,SAMSUNG KODEX iShares US HY Active ETF,2023/10/19,ICE BofAML US HY Constrained Index(Total Return),"ICE Data Indices, LLC",일반,실물(액티브),해외,채권,"1,150,000",삼성자산운용,"10,000",0.150000,배당소득세(보유기간과세)
419,KR7300950003,300950,삼성 KODEX 게임산업증권상장지수투자신탁[주식],KODEX 게임산업,Samsung KODEX Game Industry ETF,2018/07/24,FnGuide 게임 산업 지수,FnGuide,일반,실물(패시브),국내,주식,"3,000,000",삼성자산운용,"100,000",0.450000,비과세
420,KR7266390004,266390,삼성 KODEX 경기소비재증권상장지수투자신탁[주식형],KODEX 경기소비재,Samsung KODEX Consumer Discretionary ETF,2017/03/28,KRX 경기소비재,KRX,일반,실물(패시브),국내,주식,"600,000",삼성자산운용,"100,000",0.450000,비과세
421,KR7279530000,279530,삼성 KODEX 고배당증권상장지수투자신탁[주식],KODEX 고배당,Samsung KODEX High Dividend ETF,2017/10/17,FnGuide 고배당 Plus 지수,FnGuide,일반,실물(패시브),국내,주식,"3,200,000",삼성자산운용,"100,000",0.300000,비과세
422,KR7280940008,280940,삼성 KODEX 골드선물인버스특별자산상장지수투자신탁[금-파생형](H),KODEX 골드선물인버스(H),Samsung KODEX Gold Inverse Futures ETF(H),2017/11/09,S&P GSCI GOLD Index Excess Return,S&P,1X 인버스,실물(패시브),해외,원자재,"750,000",삼성자산운용,"50,000",0.450000,배당소득세(보유기간과세)
423,KR7132030008,132030,삼성 KODEX 골드선물특별자산상장지수투자신탁(금-파생형)(H),KODEX 골드선물(H),SAMSUNG KODEX GOLD FUTURES SPECIAL ASSET ETF,2010/10/01,S&P GSCI Gold Index(TR),S&P,일반,실물(패시브),해외,원자재,"13,300,000",삼성자산운용,"100,000",0.680000,배당소득세(보유기간과세)
424,KR7138910005,138910,삼성 KODEX 구리선물특별자산상장지수투자신탁(구리-파생형)(H),KODEX 구리선물(H),SAMSUNG KODEX COPPER FUTURES SPECIAL ASSET ETF,2011/03/15,S&P GSCI North American Copper Index(TR),S&P,일반,실물(패시브),해외,원자재,"1,700,000",삼성자산운용,"100,000",0.680000,배당소득세(보유기간과세)
425,KR7471230003,471230,삼성 KODEX 국고채10년액티브증권상장지수투자신탁[채권],KODEX 국고채10년액티브,SAMSUNG KODEX 10-Years Treasury Bond Active ETF,2023/11/14,KAP 국고채 10년 지수(TR),한국자산평가(KAP),일반,실물(액티브),국내,채권,"930,000",삼성자산운용,"1,000",0.015000,배당소득세(보유기간과세)
426,KR7439870007,439870,삼성 KODEX 국고채30년액티브증권상장지수투자신탁[채권],KODEX 국고채30년액티브,SAMSUNG KODEX 30-Years Treasury Bond Active ETF,2022/08/23,KAP 국고채 30년 총수익 지수,한국자산평가(KAP),일반,실물(액티브),국내,채권,"2,734,000",삼성자산운용,"1,000",0.050000,배당소득세(보유기간과세)
427,KR7114260003,114260,삼성 KODEX 국고채권 증권상장지수투자신탁[채권],KODEX 국고채3년,SAMSUNG KODEX TREASURY BOND ETF,2009/07/29,MKF 국고채지수(총수익),FnGuide,일반,실물(패시브),국내,채권,"5,204,000",삼성자산운용,"2,000",0.150000,배당소득세(보유기간과세)
428,KR7292770005,292770,삼성 KODEX 국채선물3년인버스증권상장지수투자신탁[채권-파생형],KODEX 국채선물3년인버스,Samsung KODEX 3Y F-KTB INVERSE ETF,2018/04/13,국채선물지수,KRX,1X 인버스,실물(패시브),국내,채권,"120,000",삼성자산운용,"6,000",0.070000,배당소득세(보유기간과세)
429,KR7276990009,276990,삼성 KODEX 글로벌로봇증권상장지수투자신탁(주식-파생형)(합성),KODEX 글로벌로봇(합성),SAMSUNG KODEX Global Robotics & Automation ETF-SYNTH,2017/08/17,ROBO Global Robotics & Automation UCITS Price Return Index,ROBO Global,일반,합성(패시브),국내&해외,주식,"1,560,000",삼성자산운용,"1,000",0.300000,배당소득세(보유기간과세)
430,KR7102960002,102960,삼성 KODEX 기계장비증권상장지수투자신탁[주식],KODEX 기계장비,SAMSUNG KODEX MACHINARY & EQUIPMENT ETF,2008/05/29,KRX 기계장비,KRX,일반,실물(패시브),국내,주식,"1,620,000",삼성자산운용,"20,000",0.450000,비과세
431,KR7352560007,352560,삼성 KODEX 다우존스미국리츠부동산상장지수투자신탁[REITs-파생재간접형](H),KODEX 다우존스미국리츠(H),SAMSUNG KODEX DJI US REITs ETF(H),2020/05/13,Dow Jones U.S. Real Estate PR Index,S&P,일반,실물(패시브),해외,부동산,"1,400,000",삼성자산운용,"50,000",0.090000,배당소득세(분리과세부동산ETF)
432,KR7273140004,273140,삼성 KODEX 단기변동금리부채권액티브증권상장지수투자신탁[채권],KODEX 단기변동금리부채권액티브,"Samsung KODEX Active Korea FRN(Bank 1Y, AAA) ETF",2017/06/29,KAP 단기변동금리부은행채권지수,한국자산평가(KAP),일반,실물(액티브),국내,채권,"3,311,000",삼성자산운용,"1,000",0.150000,배당소득세(보유기간과세)
433,KR7244620001,244620,삼성 KODEX 모멘텀PLUS증권상장지수투자신탁[주식],KODEX 모멘텀Plus,Samsung KODEX Momentum PLUS ETF,2016/05/13,FnGuide 모멘텀 Plus 지수,FnGuide,일반,실물(패시브),국내,주식,"600,000",삼성자산운용,"100,000",0.300000,비과세
434,KR7428560007,428560,삼성 KODEX 미국ETF산업Top10 Indxx증권상장지수투자신탁[주식],KODEX 미국ETF산업Top10 Indxx,SAMSUNG KODEX US ETF Industry Top10 Indxx ETF,2022/05/17,Indxx US ETF Industry Top10 Index(Price Return),Indxx,일반,실물(패시브),해외,주식,"600,000",삼성자산운용,"50,000",0.500000,배당소득세(보유기간과세)
435,KR7314250002,314250,삼성 KODEX 미국FANG플러스증권상장지수투자신탁[주식-파생형](H),KODEX 미국FANG플러스(H),Samsung KODEX FANG PLUS ETF(H),2019/01/10,NYSE FANG+TM Index,"ICE Data Indices, LLC",일반,실물(패시브),해외,주식,"14,800,000",삼성자산운용,"10,000",0.450000,배당소득세(보유기간과세)
436,KR7379800006,379800,삼성 KODEX 미국S&P500 Total Return증권상장지수투자신탁[주식],KODEX 미국S&P500TR,SAMSUNG KODEX S&P500 Total Return ETF,2021/04/09,S&P 500 Total Return Index,S&P,일반,실물(패시브),해외,주식,"48,950,000",삼성자산운용,"50,000",0.050000,배당소득세(보유기간과세)
437,KR7453660003,453660,삼성 KODEX 미국S&P500경기소비재증권상장지수투자신탁[주식],KODEX 미국S&P500경기소비재,SAMSUNG KODEX S&P500 Consumer Discretionary ETF,2023/03/21,S&P Consumer Discretionary Select Sector Index(Price Return),S&P,일반,실물(패시브),해외,주식,"750,000",삼성자산운용,"50,000",0.250000,배당소득세(보유기간과세)
438,KR7453650004,453650,삼성 KODEX 미국S&P500금융증권상장지수투자신탁[주식],KODEX 미국S&P500금융,SAMSUNG KODEX S&P500 Financial ETF,2023/03/21,S&P Financial Select Sector Index(Price Return),S&P,일반,실물(패시브),해외,주식,"950,000",삼성자산운용,"50,000",0.250000,배당소득세(보유기간과세)
439,KR7276970001,276970,삼성 KODEX 미국S&P500배당귀족커버드콜증권상장지수투자신탁[주식-파생형](합성 H),KODEX 미국S&P500배당귀족커버드콜(합성 H),SAMSUNG KODEX US S&P500 Dividend Aristocrats Covered Call ETF-SYNTH(H),2017/08/10,S&P500 Dividend Aristocrats Covered Call(7.2% Premium) Index,S&P,일반,합성(패시브),해외,주식,"4,900,000",삼성자산운용,"100,000",0.300000,배당소득세(보유기간과세)
440,KR7200030005,200030,삼성 KODEX 미국S&P500산업재증권상장지수투자신탁[주식-파생형](합성),KODEX 미국S&P500산업재(합성),Samsung KODEX SYNTH-US Industrial ETF,2014/06/12,S&P Select Sector Industrial Index,S&P,일반,합성(패시브),해외,주식,"574,000",삼성자산운용,"1,000",0.250000,배당소득세(보유기간과세)
441,KR7218420008,218420,삼성 KODEX 미국S&P500에너지증권상장지수투자신탁[주식-파생형](합성),KODEX 미국S&P500에너지(합성),Samsung KODEX SYNTH-US Energy ETF,2015/04/28,S&P Select Sector Energy Index,S&P,일반,합성(패시브),해외,주식,"2,084,000",삼성자산운용,"1,000",0.250000,배당소득세(보유기간과세)
442,KR7463640003,463640,삼성 KODEX 미국S&P500유틸리티증권상장지수투자신탁[주식],KODEX 미국S&P500유틸리티,SAMSUNG KODEX S&P500 Utilities ETF,2023/08/01,S&P Utilities Select Sector Index(Price Return),S&P,일반,실물(패시브),해외,주식,"1,000,000",삼성자산운용,"50,000",0.250000,배당소득세(보유기간과세)
443,KR7449180009,449180,삼성 KODEX 미국S&P500증권상장지수투자신탁[주식](H),KODEX 미국S&P500(H),SAMSUNG KODEX S&P500 ETF(H),2022/12/02,S&P 500,S&P,일반,실물(패시브),해외,주식,"16,450,000",삼성자산운용,"50,000",0.050000,배당소득세(보유기간과세)
444,KR7463680009,463680,삼성 KODEX 미국S&P500테크놀로지증권상장지수투자신탁[주식],KODEX 미국S&P500테크놀로지,SAMSUNG KODEX S&P500 Technology ETF,2023/08/01,S&P Technology Select Sector Index(Price Return),S&P,일반,실물(패시브),해외,주식,"1,050,000",삼성자산운용,"50,000",0.250000,배당소득세(보유기간과세)
445,KR7463690008,463690,삼성 KODEX 미국S&P500통신서비스증권상장지수투자신탁[주식],KODEX 미국S&P500통신서비스,SAMSUNG KODEX S&P500 Communication Services ETF,2023/08/01,S&P Communication Services Select Sector Index(Price Return),S&P,일반,실물(패시브),해외,주식,"1,000,000",삼성자산운용,"50,000",0.250000,배당소득세(보유기간과세)
446,KR7453630006,453630,삼성 KODEX 미국S&P500필수소비재증권상장지수투자신탁[주식],KODEX 미국S&P500필수소비재,SAMSUNG KODEX S&P500 Consumer Staples ETF,2023/03/21,S&P Consumer Staples Select Sector Index(Price Return),S&P,일반,실물(패시브),해외,주식,"1,000,000",삼성자산운용,"50,000",0.250000,배당소득세(보유기간과세)
447,KR7453640005,453640,삼성 KODEX 미국S&P500헬스케어증권상장지수투자신탁[주식],KODEX 미국S&P500헬스케어,SAMSUNG KODEX S&P500 Health Care ETF,2023/03/21,S&P Health Care Select Sector Index(Price Return),S&P,일반,실물(패시브),해외,주식,"900,000",삼성자산운용,"50,000",0.250000,배당소득세(보유기간과세)
448,KR7379810005,379810,삼성 KODEX 미국나스닥100 Total Return증권상장지수투자신탁[주식],KODEX 미국나스닥100TR,SAMSUNG KODEX US NASDAQ100 Total Return ETF,2021/04/09,NASDAQ-100 Total Return Index,NASDAQ,일반,실물(패시브),해외,주식,"41,450,000",삼성자산운용,"50,000",0.050000,배당소득세(보유기간과세)
449,KR7409820008,409820,삼성 KODEX 미국나스닥100레버리지증권상장지수투자신탁[주식-파생형](합성 H),KODEX 미국나스닥100레버리지(합성 H),SAMSUNG KODEX US NASDAQ100 Leverage ETF(SYNTH H),2021/12/09,NASDAQ 100,NASDAQ,2X 레버리지,합성(패시브),해외,주식,"23,650,000",삼성자산운용,"50,000",0.300000,배당소득세(보유기간과세)
450,KR7409810009,409810,삼성 KODEX 미국나스닥100선물인버스증권상장지수투자신탁[주식-파생형](H),KODEX 미국나스닥100선물인버스(H),SAMSUNG KODEX US NASDAQ100 Futures Inverse ETF(H),2021/12/09,NASDAQ 100,NASDAQ,1X 인버스,실물(패시브),해외,주식,"1,600,000",삼성자산운용,"50,000",0.300000,배당소득세(보유기간과세)
451,KR7304940000,304940,삼성 KODEX 미국나스닥100선물증권상장지수투자신탁[주식-파생형](H),KODEX 미국나스닥100선물(H),Samsung KODEX US Nasdaq100 Futures ETF(H),2018/08/30,NASDAQ 100,NASDAQ,일반,실물(패시브),해외,주식,"6,900,000",삼성자산운용,"50,000",0.050000,배당소득세(보유기간과세)
452,KR7449190008,449190,삼성 KODEX 미국나스닥100증권상장지수투자신탁[주식](H),KODEX 미국나스닥100(H),SAMSUNG KODEX US NASDAQ100 ETF(H),2022/12/02,NASDAQ 100,NASDAQ,일반,실물(패시브),해외,주식,"9,600,000",삼성자산운용,"50,000",0.050000,배당소득세(보유기간과세)
